delinquentcreditlinescount,derogatoryreportscount,recentcreditinquirycount,debttoincomeratio,occupation_Other,occupation_Sales,occupation_Self,applyloanreason_HomeImp,occupation_Mgr,creditlinecount,currentpropertyvalue,applyloanreason_DebtCon,occupation_ProfExe,mortgageamountdue,yearsatpresentjob
1.0,0.0,2.0,29.23301484,1,0,0,1,0,2.0,30695.0,0,0,73760.81719955898,11.0
0.0,0.0,0.0,37.74993373,1,0,0,0,0,5.0,57436.0,1,0,18026.0,0.0
0.4494423791821561,0.2545696877380046,2.0,41.71511069,0,0,0,0,0,36.0,153900.0,1,0,115226.0,6.0
0.0,0.0,0.0,29.29517878,1,0,0,0,0,20.0,61438.0,1,0,43087.0,14.0
0.0,0.0,0.0,39.9753471,0,0,0,1,0,11.0,143926.0,0,0,69588.0,12.0
1.0,0.0,4.0,33.779915349235345,1,0,0,0,0,32.0,101776.04874145007,1,0,10286.0,24.5
0.0,0.0,1.0,33.779915349235345,0,0,0,1,0,17.0,88300.0,0,0,55000.0,29.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,1,0,0,0,0,13.0,42800.0,1,0,73760.81719955898,8.922268135904508
0.0,0.0,0.0,38.59599092,0,0,0,0,0,35.0,177328.0,1,1,142356.0,6.0
0.0,0.0,6.0,31.33214149,1,0,0,0,0,0.0,59111.0,1,0,38010.0,8.922268135904508
0.0,0.0,0.0,20.16138785,1,0,0,0,0,8.0,63918.0,1,0,73760.81719955898,25.0
1.0,0.0,1.0,33.779915349235345,0,0,0,0,1,24.0,86250.0,1,0,72517.0,19.0
0.0,0.0,0.0,36.97971203,1,0,0,1,0,23.0,75189.0,0,0,67222.0,4.0
0.0,0.0,4.0,40.45375316,1,0,0,0,0,19.0,95471.0,1,0,74681.0,6.0
0.0,0.0,5.0,12.38674131,0,0,0,1,0,15.0,50681.0,0,1,9999.0,3.0
0.0,0.0,2.0,23.97711222,0,1,0,0,0,40.0,131940.0,1,0,118585.0,5.0
0.0,0.0,3.0,35.98054235,0,0,0,0,0,37.0,128022.0,1,1,96627.0,1.0
5.0,0.0,3.0,33.779915349235345,0,0,0,0,0,14.0,80000.0,1,1,57340.0,4.0
0.0,0.0,1.0,42.926580200000004,0,0,0,0,1,20.0,271676.0,1,0,197770.0,16.0
0.0,0.0,1.0,39.66482299,1,0,0,0,0,25.0,246354.0,1,0,195497.0,8.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,25.13244854,0,0,0,0,0,21.29609620076682,101776.04874145007,0,0,73760.81719955898,8.922268135904508
0.0,0.0,1.0,33.779915349235345,0,0,0,1,0,23.0,139150.0,0,1,99300.0,10.0
0.0,0.0,3.0,37.0713328,1,0,0,0,0,13.0,164159.0,1,0,114350.0,8.922268135904508
0.0,0.0,2.0,39.4893172,0,0,0,0,0,19.0,85263.0,1,0,46575.0,1.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,31.70381472,0,0,0,0,0,21.29609620076682,36133.0,0,0,12340.0,8.922268135904508
0.0,0.0,2.0,31.58400286,0,0,0,1,1,20.0,170687.0,0,0,8861.0,23.0
0.0,0.0,1.0,34.19289159,1,0,0,0,0,17.0,73817.0,1,0,65382.0,1.0
1.0,0.0,2.0,33.779915349235345,1,0,0,1,0,24.0,65000.0,0,0,34000.0,4.5
3.0,0.0,1.0,33.779915349235345,0,0,0,0,0,27.0,165000.0,1,1,117500.0,17.5
0.0,0.0,0.0,25.26444754,0,0,1,1,0,21.0,80747.0,0,0,73760.81719955898,10.0
3.0,0.0,0.0,33.779915349235345,1,0,0,0,0,37.0,90704.0,1,0,70000.0,15.0
0.0,0.0,0.0,39.64882408,0,0,0,0,0,12.0,121528.0,1,0,94696.0,10.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,15.59729023,0,0,0,0,0,21.29609620076682,49266.0,0,0,73760.81719955898,8.922268135904508
0.0,0.0,3.0,41.41563125,1,0,0,0,0,14.0,65748.0,1,0,44110.0,7.0
0.0,2.0,6.0,41.08753538,1,0,0,1,0,14.0,82300.0,0,0,28312.0,3.0
0.0,0.0,3.0,33.779915349235345,1,0,0,0,0,11.0,63500.0,1,0,43000.0,8.0
0.0,1.0,1.0,41.34234309,1,0,0,0,0,33.0,121598.0,1,0,78491.0,4.0
1.0,0.0,0.0,33.779915349235345,0,0,0,0,0,10.0,105000.0,1,1,47350.86,6.0
0.0,0.0,1.0,43.22866458,1,0,0,0,0,31.0,65893.0,1,0,22434.0,18.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,1,0,0,1,0,21.29609620076682,63450.0,0,0,41000.0,2.9
0.0,0.0,0.0,3.265083387,0,0,0,0,0,0.0,71904.0,0,0,73760.81719955898,0.0
0.0,0.0,1.0,43.02182338,0,0,0,1,1,20.0,121516.0,0,0,100446.0,0.0
2.0,1.0,1.0,30.42091482,1,0,0,0,0,26.0,72541.0,1,0,22773.0,8.922268135904508
1.0,0.0,1.0,24.77798542,0,0,0,0,0,26.0,290762.0,1,1,225481.0,13.0
4.0,1.0,0.0,33.779915349235345,0,0,0,0,0,17.0,61000.0,1,0,48507.0,13.0
1.0,0.0,0.0,33.46876324,0,0,0,1,0,13.0,109127.0,0,0,20370.0,27.0
0.0,0.0,0.0,33.779915349235345,1,0,0,0,0,19.0,53800.0,1,0,42321.0,4.0
0.0,0.0,2.0,43.20495313,0,0,0,0,0,34.0,73143.0,1,1,61513.0,2.0
0.0,0.0,1.0,37.41710801,1,0,0,0,0,16.0,123978.0,1,0,81668.0,8.0
0.0,0.0,1.0,34.18708305,1,0,0,0,0,16.0,118224.0,1,0,82996.0,11.0
0.0,0.0,0.0,34.08001623,0,0,0,1,0,23.0,139559.0,0,1,108488.0,11.0
0.0,0.0,0.0,42.06826818,0,0,0,1,0,11.0,86148.0,0,1,81116.0,8.0
0.0,0.0,2.0,31.65878641,0,0,0,0,1,25.0,87025.0,1,0,51261.0,4.0
0.0,0.0,4.0,33.779915349235345,0,0,0,0,0,20.0,92000.0,1,0,65000.0,1.0
0.0,0.0,2.0,30.424481099999998,1,0,0,0,0,13.0,150896.0,1,0,122807.0,5.0
1.0,4.0,1.0,33.779915349235345,0,0,0,0,0,58.0,112000.0,1,1,72100.0,20.0
0.0,0.0,0.0,31.60566546,0,0,0,1,1,9.0,38577.0,0,0,27459.0,16.0
0.0,0.0,1.0,33.19387553,0,0,0,0,1,25.0,86612.0,1,0,56393.0,6.0
1.0,0.0,0.0,28.23229678,0,0,0,0,0,34.0,114674.0,1,0,95120.0,4.0
0.0,0.0,4.0,37.31611992,0,0,0,0,1,30.0,111357.0,1,0,82662.0,17.0
0.0,0.0,0.0,25.19429721,0,0,0,0,0,17.0,86945.0,1,1,67715.0,14.0
0.0,0.0,3.0,37.07811779,0,0,0,0,0,17.0,111626.0,1,1,83548.0,9.0
0.0,0.0,0.0,34.76057541,0,0,0,0,0,23.0,87683.0,1,0,57327.0,0.0
0.0,0.0,0.0,43.70133124,1,0,0,1,0,50.0,83229.0,0,0,25844.0,8.922268135904508
0.0,0.0,0.0,38.74080142,0,0,0,0,1,24.0,157009.0,1,0,122933.0,3.0
0.0,0.0,0.0,23.94885433,0,1,0,0,0,23.0,78232.0,1,0,73760.81719955898,2.0
0.0,0.0,3.0,35.22386162,1,0,0,0,0,32.0,70212.0,1,0,45902.0,25.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,1,0,0,0,0,21.29609620076682,109200.0,1,0,71254.0,10.0
0.0,0.0,0.0,35.89492543,0,0,0,1,0,31.0,210065.0,0,1,147457.0,3.0
0.0,0.0,0.0,33.779915349235345,1,0,0,0,0,23.0,93100.0,1,0,76187.0,0.5
0.0,0.0,1.1860550458715597,21.29733923,0,0,1,1,0,8.0,202962.0,0,0,83157.0,14.0
0.0,0.0,0.0,21.80656346,0,0,0,1,0,19.0,61777.0,0,0,54543.0,21.0
1.0,0.0,0.0,31.469937400000003,0,0,0,1,0,13.0,103807.0,0,0,23553.0,25.0
0.0,1.0,0.0,37.70699649,1,0,0,1,0,5.0,83014.0,0,0,69773.0,0.0
0.0,0.0,1.0,25.52507894,0,0,0,0,0,14.0,79817.0,1,0,61810.0,6.0
0.0,0.0,0.0,29.11688772,0,0,0,0,0,13.0,137926.0,1,1,110580.0,6.0
0.0,4.0,0.0,50.35299879,0,0,0,0,0,58.0,116160.0,1,1,80951.0,19.0
0.0,0.0,0.0,41.77344662,1,0,0,1,0,14.0,80601.0,0,0,63573.0,4.0
0.0,0.0,0.0,33.779915349235345,0,0,0,0,0,19.0,127000.0,1,1,77130.0,15.0
0.0,0.0,0.0,23.91561488,0,0,0,0,0,15.0,77578.0,1,1,45633.0,19.0
0.0,0.0,1.0,33.779915349235345,1,0,0,1,0,9.0,39200.0,0,0,73760.81719955898,0.0
0.0,0.0,1.0,40.1115783,1,0,0,0,0,22.0,101680.0,1,0,81694.0,0.0
2.0,0.2545696877380046,1.0,39.48719814,0,0,0,1,0,23.0,111291.0,0,0,49951.0,1.0
0.4494423791821561,0.2545696877380046,2.0,33.77082855,0,0,0,0,0,16.0,142340.0,1,0,101246.0,2.0
0.0,0.0,3.0,33.779915349235345,1,0,0,0,0,30.0,115800.0,1,0,36000.0,8.922268135904508
0.0,0.0,0.0,45.41317756,0,0,0,1,1,17.0,183533.0,0,0,140328.0,8.0
0.0,0.0,4.0,29.59595551,0,0,0,0,0,30.0,89005.0,1,0,45582.0,2.0
0.0,0.0,2.0,36.52956948,1,0,0,0,0,19.0,67279.0,1,0,44372.0,6.0
0.0,0.0,0.0,22.45962439,1,0,0,0,0,12.0,68872.0,1,0,48833.0,1.0
0.0,0.0,2.0,39.61433498,0,0,0,0,0,19.0,78832.0,1,0,54541.0,0.0
1.0,0.0,0.0,39.22971154,1,0,0,0,0,29.0,97072.0,1,0,61151.0,16.0
0.0,0.0,2.0,25.19652419,0,0,0,0,0,18.0,71282.0,1,1,33388.0,4.0
0.0,0.0,4.0,33.779915349235345,1,0,0,0,0,11.0,80000.0,1,0,53800.0,0.3
0.4494423791821561,0.2545696877380046,1.1860550458715597,29.20675283,1,0,0,0,0,34.0,78830.0,1,0,68820.0,2.0
0.0,2.0,1.0,33.779915349235345,1,0,0,1,0,6.0,79050.0,0,0,66000.0,1.8
1.0,0.0,2.0,40.22218286,0,0,0,0,1,49.0,38583.0,1,0,233216.0,4.0
0.0,0.0,0.0,32.30494412,0,0,0,1,0,17.0,68073.0,0,0,51454.0,1.0
6.0,3.0,0.0,24.66227667,0,0,0,1,0,24.0,35910.0,0,0,12115.0,13.0
0.0,0.0,2.0,40.79463545,1,0,0,0,0,31.0,100033.0,1,0,79133.0,3.0
0.0,0.0,0.0,41.97900067,1,0,0,0,0,15.0,36082.0,1,0,12617.0,30.0
1.0,0.2545696877380046,4.0,40.247372799999994,0,0,0,0,0,25.0,180313.0,1,1,156455.0,6.0
0.0,0.0,0.0,41.10267691,1,0,0,0,0,15.0,58834.0,1,0,40341.0,8.922268135904508
1.0,0.0,2.0,38.48364845,1,0,0,1,0,16.0,71376.0,0,0,52029.0,4.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,32.36421263,1,0,0,0,0,23.0,76888.0,1,0,35219.0,9.0
0.0,0.0,0.0,28.01922708,0,0,0,0,1,23.0,86227.0,1,0,74783.0,7.0
3.0,0.0,0.0,33.779915349235345,1,0,0,0,0,34.0,92000.0,1,0,73085.0,8.0
0.0,0.0,4.0,42.53968571,1,0,0,0,0,22.0,98081.0,1,0,83639.0,10.0
1.0,1.0,2.0,33.779915349235345,1,0,0,0,0,38.0,99500.0,1,0,48400.0,3.0
0.0,0.0,0.0,40.64091611,1,0,0,0,0,9.0,128989.0,1,0,22162.0,11.0
0.0,0.0,0.0,26.55949496,1,0,0,0,0,18.0,207647.0,1,0,100548.0,22.0
0.0,1.0,1.0,41.13615926,0,0,0,0,0,19.0,179454.0,1,1,133188.0,1.0
1.0,0.0,0.0,33.779915349235345,1,0,0,0,0,2.0,19000.0,1,0,18500.0,2.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,31.08561766,0,0,0,0,1,38.0,183598.0,1,0,135991.0,0.0
0.0,0.0,2.0,29.2491436,0,0,0,0,0,11.0,69086.0,1,1,46953.0,6.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,0,0,0,1,0,21.29609620076682,101776.04874145007,0,1,73760.81719955898,0.75
0.0,0.0,0.0,41.44250046,1,0,0,1,0,24.0,77989.0,0,0,70973.0,7.0
1.0,3.0,1.0,34.69036125,0,0,0,1,0,29.0,73426.0,0,0,49298.0,9.0
0.0,0.0,0.0,31.85939856,0,0,0,0,0,31.0,268857.0,1,1,202627.0,3.0
0.0,1.0,2.0,26.54684008,1,0,0,0,0,13.0,64842.0,1,0,48139.0,0.0
0.0,1.0,0.0,35.05916323,0,0,0,0,1,25.0,191860.0,1,0,136879.0,8.922268135904508
0.0,0.0,0.0,33.779915349235345,0,0,0,0,1,29.0,154000.0,1,0,117820.0,3.0
0.0,0.0,0.0,33.24109601,0,1,0,0,0,31.0,180313.0,1,0,112388.0,16.0
0.0,0.0,8.0,33.779915349235345,1,0,0,0,0,22.0,63000.0,1,0,50400.0,1.0
0.0,0.0,0.0,33.779915349235345,1,0,0,1,0,9.0,60000.0,0,0,20000.0,11.0
0.0,0.0,5.0,40.56198365,0,0,0,0,0,36.0,78449.0,1,0,70763.0,12.0
0.0,0.0,0.0,33.779915349235345,0,0,0,1,0,19.0,62000.0,0,0,5118.0,8.922268135904508
0.0,0.2545696877380046,1.1860550458715597,34.41650781,0,0,0,0,0,15.0,59511.0,1,0,53918.0,6.0
0.0,0.0,0.0,37.98450463,0,0,0,0,1,0.0,89721.0,1,0,74815.0,16.0
4.0,0.0,2.0,33.779915349235345,0,0,0,0,0,25.0,101776.04874145007,1,0,24447.0,3.0
0.0,0.0,0.0,33.779915349235345,0,0,0,0,0,22.0,45900.0,1,1,29383.0,8.0
0.0,0.0,1.0,34.38794397,0,0,0,0,0,17.0,115931.0,1,1,97650.0,11.0
0.0,6.0,2.0,33.779915349235345,1,0,0,0,0,46.0,110000.0,1,0,87600.0,0.4
0.4494423791821561,0.2545696877380046,1.1860550458715597,37.6180269,1,0,0,0,0,21.29609620076682,34705.0,1,0,28193.0,0.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,26.14897018,1,0,0,0,0,13.0,49433.0,1,0,73760.81719955898,8.922268135904508
0.0,0.0,1.0,32.87645851,1,0,0,0,0,19.0,176581.0,1,0,124810.0,8.0
0.0,0.0,0.0,29.67538222,0,0,0,0,0,20.0,94904.0,1,1,23288.0,8.0
0.0,0.0,2.0,38.81066171,1,0,0,0,0,21.0,117705.0,1,0,105502.0,0.0
0.0,0.0,0.0,31.51559341,0,0,0,1,0,16.0,103430.0,0,1,76305.0,8.0
0.0,0.0,0.0,26.91192966,0,0,0,1,0,26.0,107245.0,0,1,77723.0,5.0
0.0,0.0,0.0,31.36762719,1,0,0,1,0,15.0,103578.0,0,0,39334.0,6.0
1.0,0.2545696877380046,1.0,34.25026619,0,1,0,0,0,17.0,108149.0,1,0,93226.0,11.0
0.0,2.0,0.0,24.18793386,1,0,0,0,0,20.0,103192.0,1,0,76644.0,5.0
0.0,0.0,9.0,27.52068217,1,0,0,0,0,7.0,34462.0,1,0,24721.0,1.0
1.0,0.0,0.0,22.00337641,0,0,0,0,0,9.0,113223.0,1,1,48893.0,7.0
0.0,0.0,1.1860550458715597,26.990533000000003,0,0,0,1,0,4.0,227171.0,0,1,186062.0,0.0
0.0,0.0,3.0,33.779915349235345,1,0,0,1,0,21.0,128042.0,0,0,73760.81719955898,0.0
0.0,0.0,0.0,35.78843746,1,0,0,0,0,12.0,84013.0,1,0,64343.0,4.0
0.0,0.0,0.0,37.74942653,1,0,0,0,0,21.0,81690.0,1,0,54483.0,16.0
0.0,0.0,1.0,37.58819565,0,0,0,1,0,29.0,36605.0,0,0,28432.0,0.0
0.0,0.0,1.0,26.20306729,1,0,0,0,0,13.0,64407.0,1,0,52622.0,0.0
0.0,1.0,2.0,33.779915349235345,0,0,0,0,0,26.0,113000.0,1,1,78600.0,6.0
2.0,0.0,0.0,41.44105202,0,0,0,1,1,23.0,73223.0,0,0,85008.0,7.0
0.0,0.0,0.0,22.11885209,0,0,0,1,0,24.0,97591.0,0,1,59702.0,16.0
0.0,1.0,1.0,28.94036033,1,0,0,0,0,3.0,31920.0,1,0,9647.0,0.0
0.0,0.0,0.0,35.53061343,1,0,0,1,0,16.0,84178.0,0,0,51505.0,19.0
0.0,0.0,0.0,33.8858765,1,0,0,1,0,17.0,66710.0,0,0,56842.0,6.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,40.1860615,0,0,0,0,1,23.0,73064.0,1,0,50866.0,5.0
0.0,0.0,0.0,38.86165697,0,0,0,0,0,24.0,86913.0,1,0,56443.0,12.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,1,0,0,1,0,21.29609620076682,94119.0,0,0,73760.81719955898,19.0
0.4494423791821561,0.2545696877380046,2.0,33.21510402,1,0,0,0,0,8.0,31671.0,1,0,73760.81719955898,13.0
0.0,0.0,1.0,23.80714773,0,0,0,1,0,4.0,27136.0,0,0,73760.81719955898,27.0
0.0,0.0,1.0,40.95631078,0,0,0,0,0,42.0,77455.0,1,1,53458.0,10.0
1.0,0.0,0.0,21.972675199999998,0,0,0,1,0,24.0,96588.0,0,1,62506.0,18.0
0.4494423791821561,0.2545696877380046,0.0,29.54032204,0,0,0,0,0,24.0,197634.0,1,1,155284.0,15.0
0.0,0.0,2.0,30.26836885,1,0,0,1,0,12.0,40143.0,0,0,32942.0,8.0
0.0,0.0,0.0,25.40820478,0,0,0,0,0,19.0,115967.0,1,1,48730.0,15.0
1.0,4.0,1.0,33.779915349235345,1,0,0,1,0,33.0,80300.0,0,0,67200.0,10.0
0.0,0.0,1.0,34.49993837,0,0,1,0,0,27.0,116601.0,1,0,90626.0,2.0
5.0,2.0,1.1860550458715597,29.369026399999996,0,0,0,0,1,24.0,168708.0,0,0,92382.0,13.0
0.0,0.0,2.0,32.64754112,1,0,0,0,0,26.0,88626.0,1,0,70322.0,3.0
0.0,0.0,0.0,38.129711799999995,0,0,0,0,1,25.0,153280.0,1,0,122501.0,2.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,14.46198733,0,0,0,0,0,21.29609620076682,147598.0,0,0,73760.81719955898,8.922268135904508
0.0,0.0,0.0,24.52600298,1,0,0,1,0,6.0,84734.0,0,0,36084.0,25.0
0.0,0.0,2.0,33.779915349235345,1,0,0,0,0,13.0,58305.0,1,0,42000.0,19.0
0.0,0.0,0.0,27.86112392,0,0,0,0,1,22.0,58329.0,1,0,41467.0,2.0
0.0,0.0,1.0,33.779915349235345,0,0,1,1,0,22.0,78703.0,0,0,73760.81719955898,10.0
1.0,0.2545696877380046,2.0,36.00391594,0,0,0,0,0,49.0,105796.0,1,0,89858.0,29.0
0.0,1.0,0.0,1.5659310469999999,0,0,0,0,0,1.0,69139.0,0,0,73760.81719955898,0.0
0.0,0.0,0.0,19.07865117,1,0,0,0,0,20.0,102936.0,1,0,67366.0,9.0
