isdefault,loanrequestamount,mortgageamountdue,currentpropertyvalue,yearsatpresentjob,derogatoryreportscount,delinquentcreditlinescount,oldestcreditlinemonthcount,recentcreditinquirycount,creditlinecount,debttoincomeratio,applyloanreason_DebtCon,applyloanreason_HomeImp,occupation_Mgr,occupation_Office,occupation_Other,occupation_ProfExe,occupation_Sales,occupation_Self
1,3600,41900.0,52490.0,3.0,0.0,0.0,72.03333333,2.0,4.0,33.779915349235345,0,1,1,0,0,0,0,0
0,3600,83700.0,111800.0,6.0,0.0,0.0,192.7333333,1.0,28.0,33.779915349235345,0,1,0,0,0,1,0,0
0,3600,61327.0,76484.0,9.0,0.2545696877380046,2.0,202.51077519999998,0.0,25.0,41.516389700000005,0,1,1,0,0,0,0,0
0,3600,100693.0,114743.0,6.0,0.0,0.0,88.47045214,0.0,14.0,29.39354338,0,1,0,1,0,0,0,0
1,3600,48507.0,61000.0,13.0,1.0,4.0,97.4,0.0,17.0,33.779915349235345,1,0,0,1,0,0,0,0
0,3600,52337.0,63989.0,20.0,0.0,0.0,204.27249880000002,0.0,20.0,20.47091551,0,1,0,1,0,0,0,0
1,3700,17857.0,21144.0,5.0,0.0,0.0,129.7173231,1.0,9.0,26.63434752,0,1,0,0,1,0,0,0
1,3800,19135.0,97692.0,1.6,1.0,6.0,252.6333333,1.0,25.0,33.779915349235345,0,1,1,0,0,0,0,0
0,3800,51180.0,63459.0,20.0,0.0,0.0,203.7515336,0.0,20.0,20.06704205,0,1,0,1,0,0,0,0
0,3800,73760.81719955898,73189.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,22.25394916,0,0,0,0,0,0,0,0
0,3800,11543.0,46045.0,8.922268135904508,0.0,0.0,204.64799169999998,0.0,11.0,42.17316588,0,1,0,0,0,0,0,1
1,3900,29896.0,45960.0,11.0,0.0,0.0,146.1232422,0.0,14.0,24.47888119,0,1,0,0,1,0,0,0
1,3900,14500.0,22092.0,3.5,0.0,1.0,150.3,5.0,8.0,33.779915349235345,0,1,0,0,1,0,0,0
0,3900,52825.0,63000.0,8.0,0.0,4.0,171.66666669999998,1.0,31.0,33.779915349235345,1,0,0,0,0,1,0,0
0,3900,102143.0,118742.0,2.0,0.0,0.0,85.27736558,0.0,13.0,29.34392109,0,1,0,1,0,0,0,0
1,3900,21200.0,39000.0,4.0,0.0,1.0,86.56666667,2.0,14.0,33.779915349235345,1,0,1,0,0,0,0,0
0,4000,105164.0,112774.0,1.0,0.0,0.0,94.72487417,0.0,13.0,29.39092806,0,1,0,1,0,0,0,0
0,4000,54543.0,61777.0,21.0,0.0,0.0,205.58668,0.0,19.0,21.80656346,0,1,0,1,0,0,0,0
1,4000,73760.81719955898,80609.0,1.5,0.0,2.0,126.53333329999998,3.0,12.0,33.779915349235345,0,1,0,0,1,0,0,0
1,4000,26572.0,31960.0,11.0,0.0,0.0,117.79510390000002,0.0,8.0,41.28649195,0,1,0,1,0,0,0,0
1,4000,17000.0,52012.0,22.0,3.0,1.0,85.33333333,1.0,9.0,33.779915349235345,0,1,0,0,0,1,0,0
1,4000,29562.0,37200.0,6.0,0.0,0.0,92.13333333,1.0,26.0,33.779915349235345,1,0,0,0,1,0,0,0
1,4000,41700.0,76725.0,0.5,0.0,3.0,136.1333333,0.0,15.0,33.779915349235345,0,1,0,0,1,0,0,0
1,4000,58000.0,69440.0,3.5,0.0,1.0,168.66666669999998,0.0,18.0,33.779915349235345,0,1,0,0,1,0,0,0
1,4000,5700.0,18000.0,8.922268135904508,0.0,0.0,12.2,0.0,17.0,33.779915349235345,1,0,0,0,1,0,0,0
1,4000,45000.0,58350.0,3.5,0.0,0.0,162.0,3.0,16.0,33.779915349235345,0,1,1,0,0,0,0,0
1,4000,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4000,66000.0,79050.0,1.8,2.0,0.0,279.0,1.0,6.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4000,73760.81719955898,45760.0,0.0,0.0,0.0,179.7662751900468,0.0,0.0,33.779915349235345,0,1,0,0,0,0,0,0
0,4000,62000.0,78000.0,4.0,0.0,0.0,109.56666670000001,0.0,15.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4000,64240.0,63990.0,5.0,2.0,0.0,160.3,1.0,23.0,33.779915349235345,0,1,0,0,0,0,1,0
1,4000,74000.0,93000.0,2.6,1.0,3.0,186.6333333,1.1860550458715597,9.0,33.779915349235345,0,1,0,0,0,1,0,0
1,4000,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,33.779915349235345,1,0,0,0,1,0,0,0
0,4000,67625.0,80698.0,11.0,0.2545696877380046,1.0,212.3493039,0.0,25.0,39.12871763,0,1,1,0,0,0,0,0
0,4000,67533.0,71865.0,10.0,0.2545696877380046,2.0,227.7929884,0.0,25.0,39.1663287,0,1,1,0,0,0,0,0
1,4100,73760.81719955898,19132.0,0.0,0.0,0.0,100.7746522,0.0,19.0,33.840919899999996,0,1,0,0,1,0,0,0
1,4100,58500.0,65000.0,8.0,1.0,2.0,63.93333333,2.0,15.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4100,57992.0,63797.0,7.0,0.0,4.0,165.50503700000002,1.0,31.0,22.27817437,1,0,0,0,0,1,0,0
0,4200,56544.0,59218.0,19.0,0.0,0.0,211.0025991,1.0,20.0,19.02770443,0,1,0,1,0,0,0,0
1,4200,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4200,67700.0,77000.0,4.0,0.0,0.0,128.8333333,0.0,31.0,33.779915349235345,1,0,0,0,0,0,1,0
0,4200,44000.0,55085.0,6.0,0.2545696877380046,1.0,75.43333333,1.1860550458715597,16.0,33.779915349235345,1,0,0,0,0,0,0,0
0,4200,66272.0,82953.0,3.0,0.0,0.0,110.27866259999999,0.0,15.0,43.45058791,0,1,0,0,1,0,0,0
0,4200,50216.0,58541.0,19.0,0.0,0.0,209.87130219999997,0.0,19.0,20.20803267,0,1,0,1,0,0,0,0
0,4300,71206.0,78698.0,3.0,0.0,0.0,129.93286899999998,0.0,31.0,34.18137652,1,0,0,0,0,0,1,0
0,4300,68815.0,79852.0,6.0,0.0,0.0,105.1207088,0.0,14.0,41.80637615,0,1,0,0,1,0,0,0
0,4300,72021.0,80027.0,2.0,2.0,0.0,263.9703003,0.0,5.0,36.43209394,0,1,0,0,1,0,0,0
0,4400,53969.0,63869.0,7.0,0.0,3.0,162.39001069999998,0.0,30.0,23.58107924,1,0,0,0,0,1,0,0
0,4400,73760.81719955898,60250.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,0,0,0,0,0,0,0
1,4400,53091.0,64074.0,14.0,1.0,3.0,89.86105825,0.0,17.0,39.15808483,1,0,0,1,0,0,0,0
0,4500,66127.0,79087.0,4.0,1.0,0.0,81.34906509999999,0.0,15.0,40.70530876,0,1,0,0,1,0,0,0
0,4500,73760.81719955898,77182.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,25.227252899999996,0,0,0,0,0,0,0,0
1,4500,39000.0,66000.0,1.0,0.0,0.0,170.3666667,1.0,19.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4500,71082.0,79247.0,4.0,0.0,0.0,118.7604101,0.0,14.0,41.42111052,0,1,0,0,1,0,0,0
0,4500,73760.81719955898,49044.0,0.0,0.0,0.0,179.7662751900468,0.0,0.0,11.6527388,0,1,0,0,0,0,0,0
1,4500,57000.0,101776.04874145007,5.0,0.2545696877380046,0.4494423791821561,222.6,1.0,13.0,33.779915349235345,0,1,0,0,1,0,0,0
1,4500,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,33.779915349235345,0,1,1,0,0,0,0,0
1,4500,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,33.779915349235345,1,0,0,0,0,1,0,0
0,4500,45500.0,50000.0,6.0,0.0,0.0,86.16666667,0.0,18.0,33.779915349235345,0,1,0,0,1,0,0,0
1,4500,118000.0,146870.0,4.5,2.0,0.0,203.8666667,1.0,20.0,33.779915349235345,0,1,0,0,0,1,0,0
1,4500,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4700,67913.0,97205.0,2.0,0.0,0.0,142.8243915,0.0,24.0,35.22699719,0,0,1,0,0,0,0,0
0,4700,71855.0,88566.0,2.0,2.0,0.0,283.95953810000003,0.0,5.0,36.47547328,0,1,0,0,1,0,0,0
0,4700,53918.0,59511.0,6.0,0.2545696877380046,0.0,54.13647743,1.1860550458715597,15.0,34.41650781,1,0,0,0,0,0,0,0
1,4700,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,33.779915349235345,0,1,0,0,0,1,0,0
0,4700,88026.0,115506.0,6.0,0.0,0.0,182.2483316,0.0,27.0,29.20902258,0,1,0,0,0,1,0,0
1,4700,26900.0,45000.0,9.0,1.0,2.0,90.46666667,1.0,16.0,33.779915349235345,0,1,0,0,0,1,0,0
0,4800,67317.0,97191.0,3.0,0.0,0.0,137.31972480000002,0.0,23.0,34.27529378,0,0,1,0,0,0,0,0
0,4800,56067.0,63102.0,9.0,0.0,3.0,160.1463113,1.0,30.0,21.58376012,1,0,0,0,0,1,0,0
0,4800,80482.0,88342.0,7.0,0.0,0.0,275.0323948,0.0,11.0,43.71763511,0,1,0,0,0,1,0,0
0,4900,58688.0,63348.0,9.0,0.0,3.0,179.1625747,2.0,31.0,22.54439284,1,0,0,0,0,1,0,0
0,4900,65873.0,90408.0,2.0,0.0,0.0,141.858999,0.0,23.0,37.76961861,0,0,1,0,0,0,0,0
1,4900,25597.0,23031.0,5.0,0.0,0.0,101.74676640000001,0.0,8.0,33.24315698,0,1,0,0,1,0,0,0
0,4900,67794.0,84630.0,4.0,0.0,0.0,112.57341890000001,0.0,15.0,41.67399636,0,1,0,0,1,0,0,0
1,4900,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,33.779915349235345,0,1,0,0,1,0,0,0
0,4900,73760.81719955898,28437.5,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,0,0,0,0,0,0
0,4900,170986.0,245300.0,8.922268135904508,0.0,0.0,131.9333333,0.0,22.0,33.779915349235345,1,0,0,0,0,0,1,0
1,4900,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.59091002,0,1,0,0,1,0,0,0
0,4900,57461.0,68494.0,8.0,0.0,4.0,183.6356132,0.0,30.0,22.79542355,1,0,0,0,0,1,0,0
0,4900,73760.81719955898,69706.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.70558774,0,0,0,0,0,0,0,0
0,5000,73760.81719955898,34846.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.35465263,0,1,0,0,0,0,0,0
0,5000,47479.0,61690.0,5.0,0.2545696877380046,0.0,65.03296901,1.1860550458715597,16.0,36.69941492,1,0,0,0,0,0,0,0
0,5000,66839.0,87168.0,4.0,0.0,0.0,122.59722260000001,0.0,15.0,40.61677935,0,1,0,0,1,0,0,0
0,5000,12457.0,53448.0,8.922268135904508,0.0,0.0,207.14348130000002,0.0,12.0,44.10795169,0,1,0,0,0,0,0,1
0,5000,90059.0,113714.0,7.0,0.0,0.0,193.6364469,0.0,28.0,25.89731648,0,1,0,0,0,1,0,0
1,5000,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,40000.0,70500.0,0.4,0.0,0.0,61.76666667,2.0,8.0,33.779915349235345,0,1,1,0,0,0,0,0
1,5000,100882.0,102700.0,5.0,0.0,1.0,58.86666667,0.0,16.0,33.779915349235345,0,1,1,0,0,0,0,0
1,5000,31000.0,47350.0,12.0,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,0,0,0,1,0,0
1,5000,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,33.779915349235345,0,1,0,1,0,0,0,0
1,5000,100000.0,129693.5,13.0,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,1,0,0,0,0,0
1,5000,73760.81719955898,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,73760.81719955898,9100.0,1.0,0.0,0.0,54.73333333,2.0,8.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,73760.81719955898,71277.0,10.0,0.0,0.0,72.43333333,1.0,12.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,123000.0,157500.0,9.0,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,1,0,0,0,0,0
1,5000,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,73760.81719955898,52000.0,8.922268135904508,0.0,1.0,285.3333333,0.0,6.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,22700.0,34225.0,4.0,0.0,0.0,74.63333333,3.0,9.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,6000.0,38575.0,7.0,0.0,1.0,335.03333330000004,3.0,42.0,33.779915349235345,0,1,0,0,0,0,0,1
1,5000,73760.81719955898,74500.0,19.0,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,73760.81719955898,94119.0,19.0,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,0,0,1,0,0,0
0,5000,73126.0,87500.0,1.0,0.0,0.0,125.96666670000002,2.0,10.0,33.779915349235345,1,0,0,0,1,0,0,0
0,5000,72517.0,86250.0,19.0,0.0,1.0,300.3666667,1.0,24.0,33.779915349235345,1,0,1,0,0,0,0,0
0,5000,26037.0,35000.0,12.0,0.0,0.0,182.6333333,0.0,13.0,33.779915349235345,0,1,0,0,0,1,0,0
0,5000,39000.0,50340.0,10.0,0.2545696877380046,0.4494423791821561,179.83333330000002,1.1860550458715597,19.0,33.779915349235345,0,1,0,1,0,0,0,0
0,5000,73760.81719955898,26550.0,1.7,0.0,0.0,276.96666669999996,1.0,14.0,33.779915349235345,1,0,0,0,1,0,0,0
0,5000,70470.0,77908.0,5.0,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,1,0,0,0,0,0,0,0
0,5000,73760.81719955898,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,33.779915349235345,0,1,0,0,1,0,0,0
0,5000,74225.0,89640.0,0.3,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,1,0,0,0,0,1,0,0
0,5000,73760.81719955898,65400.0,1.5,0.0,0.0,51.76666667,0.0,4.0,33.779915349235345,0,1,0,1,0,0,0,0
1,5000,73760.81719955898,37500.0,8.922268135904508,0.0,3.0,107.13333329999999,10.0,5.0,33.779915349235345,0,1,0,0,1,0,0,0
0,5000,78565.0,98500.0,24.0,0.0,0.0,51.76666667,3.0,14.0,33.779915349235345,1,0,0,0,0,1,0,0
0,5000,59900.0,80800.0,15.0,0.0,0.0,219.1333333,1.0,18.0,33.779915349235345,1,0,0,0,0,1,0,0
1,5000,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,33.779915349235345,0,1,0,1,0,0,0,0
1,5000,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,33.779915349235345,0,1,1,0,0,0,0,0
1,5000,85165.0,107940.0,6.0,5.0,3.0,122.76666670000002,5.0,28.0,33.779915349235345,0,1,1,0,0,0,0,0
1,5000,68000.0,75616.0,0.1,0.0,0.0,131.86666670000002,0.0,30.0,33.779915349235345,1,0,0,0,0,1,0,0
1,5000,71571.0,85100.0,1.4,0.0,1.0,82.13333333,0.0,13.0,33.779915349235345,1,0,0,0,0,1,0,0
1,5000,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,33.779915349235345,1,0,0,0,1,0,0,0
1,5000,40000.0,32480.0,8.0,3.0,2.0,163.3666667,1.0,16.0,33.779915349235345,0,1,0,0,1,0,0,0
1,5000,81748.0,101776.04874145007,14.0,1.0,2.0,144.06666669999998,2.0,17.0,33.779915349235345,1,0,0,0,0,1,0,0
0,5000,44674.0,59375.0,10.0,0.2545696877380046,0.4494423791821561,178.6925087,1.1860550458715597,19.0,26.44819746,0,1,0,1,0,0,0,0
1,5000,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,33.779915349235345,0,1,0,0,1,0,0,0
0,5000,80153.0,97275.0,1.0,0.0,0.0,120.6750632,2.0,10.0,37.51270841,1,0,0,0,1,0,0,0
0,5000,68739.0,93435.0,3.0,0.0,0.0,148.7204047,0.0,23.0,36.66927861,0,0,1,0,0,0,0,0
0,5000,51209.0,55320.0,5.0,0.2545696877380046,1.0,69.1074656,1.1860550458715597,15.0,35.02507297,1,0,0,0,0,0,0,0
1,5000,46696.0,85202.0,2.0,1.0,2.0,148.3406455,0.0,14.0,46.489874,0,1,0,0,1,0,0,0
0,5000,73760.81719955898,46281.0,2.0,0.0,0.0,257.6522064,0.0,26.0,40.95258888,0,1,0,0,1,0,0,0
0,5000,66435.0,82819.0,2.0,0.0,0.0,125.1306256,0.0,14.0,42.18353867,0,1,0,0,1,0,0,0
0,5100,179725.0,251962.0,8.922268135904508,0.0,0.0,127.4988134,0.0,22.0,40.30825936,1,0,0,0,0,0,1,0
0,5100,85583.0,115341.0,7.0,0.0,0.0,177.9582551,1.0,28.0,26.25797013,0,1,0,0,0,1,0,0
0,5100,72891.0,80691.0,1.0,1.0,0.0,273.88170519999994,0.0,6.0,39.85214652,0,1,0,0,1,0,0,0
1,5100,30755.0,46735.0,10.0,0.0,0.0,69.0,0.0,17.0,33.779915349235345,0,1,0,0,1,0,0,0
0,5100,73760.81719955898,26715.0,1.0,0.0,0.0,258.7892976,0.0,14.0,26.72234334,1,0,0,0,1,0,0,0
0,5100,87258.0,121382.0,6.0,0.0,0.0,181.66304019999998,0.0,28.0,25.44475915,0,1,0,0,0,1,0,0
0,5100,73760.81719955898,28291.0,2.0,0.0,0.0,277.9445608,1.0,14.0,23.64469128,1,0,0,0,1,0,0,0
